1 device found successfully
Cuda device set successfully
Vertext Fragment Shader lining done 
Vao VBO initialization done 
Buffer registered successfully
Buffer registered successfully
Vertex shader Compilation done!Fragment shader Compilation done!Linking Shader programes done!
	-8.000000	 20.000000	 9.999999	 1.000000
	-7.000000	 20.000000	 9.999999	 1.000000
	-6.000000	 20.000000	 9.999999	 1.000000
	-5.000000	 20.000000	 9.999999	 1.000000
	-4.000000	 20.000000	 9.999999	 1.000000
	-3.000000	 20.000000	 9.999999	 1.000000
	-2.000000	 20.000000	 9.999999	 1.000000
	-1.000000	 20.000000	 9.999999	 1.000000
	0.000000	 20.000000	 9.999999	 1.000000
	0.999999	 20.000000	 9.999999	 1.000000
	2.000001	 20.000000	 9.999999	 1.000000
	3.000000	 20.000000	 9.999999	 1.000000
	3.999999	 20.000000	 9.999999	 1.000000
	5.000001	 20.000000	 9.999999	 1.000000
	6.000000	 20.000000	 9.999999	 1.000000
	6.999999	 20.000000	 9.999999	 1.000000
	8.000001	 20.000000	 9.999999	 1.000000
	9.000000	 20.000000	 9.999999	 1.000000
	9.999999	 20.000000	 9.999999	 1.000000
	11.000001	 20.000000	 9.999999	 1.000000
	12.000000	 20.000000	 9.999999	 1.000000
	12.999999	 20.000000	 9.999999	 1.000000
	14.000001	 20.000000	 9.999999	 1.000000
	15.000000	 20.000000	 9.999999	 1.000000
	15.999999	 20.000000	 9.999999	 1.000000
	17.000000	 20.000000	 9.999999	 1.000000
	18.000000	 20.000000	 9.999999	 1.000000
	19.000000	 20.000000	 9.999999	 1.000000
	20.000000	 20.000000	 9.999999	 1.000000
	21.000000	 20.000000	 9.999999	 1.000000
	22.000000	 20.000000	 9.999999	 1.000000
	23.000000	 20.000000	 9.999999	 1.000000
	-24.000000	 20.000000	 11.000001	 1.000000
	-23.000000	 20.000000	 11.000001	 1.000000
	-22.000000	 20.000000	 11.000001	 1.000000
	-21.000000	 20.000000	 11.000001	 1.000000
	-20.000000	 20.000000	 11.000001	 1.000000
	-19.000000	 20.000000	 11.000001	 1.000000
	-18.000000	 20.000000	 11.000001	 1.000000
	-17.000000	 20.000000	 11.000001	 1.000000
	-15.999999	 20.000000	 11.000001	 1.000000
	-15.000000	 20.000000	 11.000001	 1.000000
	-14.000001	 20.000000	 11.000001	 1.000000
	-12.999999	 20.000000	 11.000001	 1.000000
	-12.000000	 20.000000	 11.000001	 1.000000
	-11.000000	 20.000000	 11.000001	 1.000000
	-10.000000	 20.000000	 11.000001	 1.000000
	-9.000000	 20.000000	 11.000001	 1.000000
	-8.000000	 20.000000	 11.000001	 1.000000
	-7.000000	 20.000000	 11.000001	 1.000000
	-6.000000	 20.000000	 11.000001	 1.000000
	-5.000000	 20.000000	 11.000001	 1.000000
	-4.000000	 20.000000	 11.000001	 1.000000
	-3.000000	 20.000000	 11.000001	 1.000000
	-2.000000	 20.000000	 11.000001	 1.000000
	-1.000000	 20.000000	 11.000001	 1.000000
	0.000000	 20.000000	 11.000001	 1.000000
	0.999999	 20.000000	 11.000001	 1.000000
	2.000001	 20.000000	 11.000001	 1.000000
	3.000000	 20.000000	 11.000001	 1.000000
	3.999999	 20.000000	 11.000001	 1.000000
	5.000001	 20.000000	 11.000001	 1.000000
	6.000000	 20.000000	 11.000001	 1.000000
	6.999999	 20.000000	 11.000001	 1.000000
	8.000001	 20.000000	 11.000001	 1.000000
	9.000000	 20.000000	 11.000001	 1.000000
	9.999999	 20.000000	 11.000001	 1.000000
	11.000001	 20.000000	 11.000001	 1.000000
	12.000000	 20.000000	 11.000001	 1.000000
	12.999999	 20.000000	 11.000001	 1.000000
	14.000001	 20.000000	 11.000001	 1.000000
	15.000000	 20.000000	 11.000001	 1.000000
	15.999999	 20.000000	 11.000001	 1.000000
	17.000000	 20.000000	 11.000001	 1.000000
	18.000000	 20.000000	 11.000001	 1.000000
	19.000000	 20.000000	 11.000001	 1.000000
	20.000000	 20.000000	 11.000001	 1.000000
	21.000000	 20.000000	 11.000001	 1.000000
	22.000000	 20.000000	 11.000001	 1.000000
	23.000000	 20.000000	 11.000001	 1.000000
	-24.000000	 20.000000	 12.000000	 1.000000
	-23.000000	 20.000000	 12.000000	 1.000000
	-22.000000	 20.000000	 12.000000	 1.000000
	-21.000000	 20.000000	 12.000000	 1.000000
	-20.000000	 20.000000	 12.000000	 1.000000
	-19.000000	 20.000000	 12.000000	 1.000000
	-18.000000	 20.000000	 12.000000	 1.000000
	-17.000000	 20.000000	 12.000000	 1.000000
	-15.999999	 20.000000	 12.000000	 1.000000
	-15.000000	 20.000000	 12.000000	 1.000000
	-14.000001	 20.000000	 12.000000	 1.000000
	-12.999999	 20.000000	 12.000000	 1.000000
	-12.000000	 20.000000	 12.000000	 1.000000
	-11.000000	 20.000000	 12.000000	 1.000000
	-10.000000	 20.000000	 12.000000	 1.000000
	-9.000000	 20.000000	 12.000000	 1.000000
	-8.000000	 20.000000	 12.000000	 1.000000
	-7.000000	 20.000000	 12.000000	 1.000000
	-6.000000	 20.000000	 12.000000	 1.000000
	-5.000000	 20.000000	 12.000000	 1.000000
	-4.000000	 20.000000	 12.000000	 1.000000
	-3.000000	 20.000000	 12.000000	 1.000000
	-2.000000	 20.000000	 12.000000	 1.000000
	-1.000000	 20.000000	 12.000000	 1.000000
	0.000000	 20.000000	 12.000000	 1.000000
	0.999999	 20.000000	 12.000000	 1.000000
	2.000001	 20.000000	 12.000000	 1.000000
	3.000000	 20.000000	 12.000000	 1.000000
	3.999999	 20.000000	 12.000000	 1.000000
	5.000001	 20.000000	 12.000000	 1.000000
	6.000000	 20.000000	 12.000000	 1.000000
	6.999999	 20.000000	 12.000000	 1.000000
	8.000001	 20.000000	 12.000000	 1.000000
	9.000000	 20.000000	 12.000000	 1.000000
	9.999999	 20.000000	 12.000000	 1.000000
	11.000001	 20.000000	 12.000000	 1.000000
	12.000000	 20.000000	 12.000000	 1.000000
	12.999999	 20.000000	 12.000000	 1.000000
	14.000001	 20.000000	 12.000000	 1.000000
	15.000000	 20.000000	 12.000000	 1.000000
	15.999999	 20.000000	 12.000000	 1.000000
	17.000000	 20.000000	 12.000000	 1.000000
	18.000000	 20.000000	 12.000000	 1.000000
	19.000000	 20.000000	 12.000000	 1.000000
	20.000000	 20.000000	 12.000000	 1.000000
	21.000000	 20.000000	 12.000000	 1.000000
	22.000000	 20.000000	 12.000000	 1.000000
	23.000000	 20.000000	 12.000000	 1.000000
	-24.000000	 20.000000	 12.999999	 1.000000
	-23.000000	 20.000000	 12.999999	 1.000000
	-22.000000	 20.000000	 12.999999	 1.000000
	-21.000000	 20.000000	 12.999999	 1.000000
	-20.000000	 20.000000	 12.999999	 1.000000
	-19.000000	 20.000000	 12.999999	 1.000000
	-18.000000	 20.000000	 12.999999	 1.000000
	-17.000000	 20.000000	 12.999999	 1.000000
	-15.999999	 20.000000	 12.999999	 1.000000
	-15.000000	 20.000000	 12.999999	 1.000000
	-14.000001	 20.000000	 12.999999	 1.000000
	-12.999999	 20.000000	 12.999999	 1.000000
	-12.000000	 20.000000	 12.999999	 1.000000
	-11.000000	 20.000000	 12.999999	 1.000000
	-10.000000	 20.000000	 12.999999	 1.000000
	-9.000000	 20.000000	 12.999999	 1.000000
	-8.000000	 20.000000	 12.999999	 1.000000
	-7.000000	 20.000000	 12.999999	 1.000000
	-6.000000	 20.000000	 12.999999	 1.000000
	-5.000000	 20.000000	 12.999999	 1.000000
	-4.000000	 20.000000	 12.999999	 1.000000
	-3.000000	 20.000000	 12.999999	 1.000000
	-2.000000	 20.000000	 12.999999	 1.000000
	-1.000000	 20.000000	 12.999999	 1.000000
	0.000000	 20.000000	 12.999999	 1.000000
	0.999999	 20.000000	 12.999999	 1.000000
	2.000001	 20.000000	 12.999999	 1.000000
	3.000000	 20.000000	 12.999999	 1.000000
	3.999999	 20.000000	 12.999999	 1.000000
	5.000001	 20.000000	 12.999999	 1.000000
	6.000000	 20.000000	 12.999999	 1.000000
	6.999999	 20.000000	 12.999999	 1.000000
	8.000001	 20.000000	 12.999999	 1.000000
	9.000000	 20.000000	 12.999999	 1.000000
	9.999999	 20.000000	 12.999999	 1.000000
	11.000001	 20.000000	 12.999999	 1.000000
	12.000000	 20.000000	 12.999999	 1.000000
	12.999999	 20.000000	 12.999999	 1.000000
	14.000001	 20.000000	 12.999999	 1.000000
	15.000000	 20.000000	 12.999999	 1.000000
	15.999999	 20.000000	 12.999999	 1.000000
	17.000000	 20.000000	 12.999999	 1.000000
	18.000000	 20.000000	 12.999999	 1.000000
	19.000000	 20.000000	 12.999999	 1.000000
	20.000000	 20.000000	 12.999999	 1.000000
	21.000000	 20.000000	 12.999999	 1.000000
	22.000000	 20.000000	 12.999999	 1.000000
	23.000000	 20.000000	 12.999999	 1.000000
	-24.000000	 20.000000	 14.000001	 1.000000
	-23.000000	 20.000000	 14.000001	 1.000000
	-22.000000	 20.000000	 14.000001	 1.000000
	-21.000000	 20.000000	 14.000001	 1.000000
	-20.000000	 20.000000	 14.000001	 1.000000
	-19.000000	 20.000000	 14.000001	 1.000000
	-18.000000	 20.000000	 14.000001	 1.000000
	-17.000000	 20.000000	 14.000001	 1.000000
	-15.999999	 20.000000	 14.000001	 1.000000
	-15.000000	 20.000000	 14.000001	 1.000000
	-14.000001	 20.000000	 14.000001	 1.000000
	-12.999999	 20.000000	 14.000001	 1.000000
	-12.000000	 20.000000	 14.000001	 1.000000
	-11.000000	 20.000000	 14.000001	 1.000000
	-10.000000	 20.000000	 14.000001	 1.000000
	-9.000000	 20.000000	 14.000001	 1.000000
	-8.000000	 20.000000	 14.000001	 1.000000
	-7.000000	 20.000000	 14.000001	 1.000000
	-6.000000	 20.000000	 14.000001	 1.000000
	-5.000000	 20.000000	 14.000001	 1.000000
	-4.000000	 20.000000	 14.000001	 1.000000
	-3.000000	 20.000000	 14.000001	 1.000000
	-2.000000	 20.000000	 14.000001	 1.000000
	-1.000000	 20.000000	 14.000001	 1.000000
	0.000000	 20.000000	 14.000001	 1.000000
	0.999999	 20.000000	 14.000001	 1.000000
	2.000001	 20.000000	 14.000001	 1.000000
	3.000000	 20.000000	 14.000001	 1.000000
	3.999999	 20.000000	 14.000001	 1.000000
	5.000001	 20.000000	 14.000001	 1.000000
	6.000000	 20.000000	 14.000001	 1.000000
	6.999999	 20.000000	 14.000001	 1.000000
	8.000001	 20.000000	 14.000001	 1.000000
	9.000000	 20.000000	 14.000001	 1.000000
	9.999999	 20.000000	 14.000001	 1.000000
	11.000001	 20.000000	 14.000001	 1.000000
	12.000000	 20.000000	 14.000001	 1.000000
	12.999999	 20.000000	 14.000001	 1.000000
	14.000001	 20.000000	 14.000001	 1.000000
	15.000000	 20.000000	 14.000001	 1.000000
	15.999999	 20.000000	 14.000001	 1.000000
	17.000000	 20.000000	 14.000001	 1.000000
	18.000000	 20.000000	 14.000001	 1.000000
	19.000000	 20.000000	 14.000001	 1.000000
	20.000000	 20.000000	 14.000001	 1.000000
	21.000000	 20.000000	 14.000001	 1.000000
	22.000000	 20.000000	 14.000001	 1.000000
	23.000000	 20.000000	 14.000001	 1.000000
	-24.000000	 20.000000	 15.000000	 1.000000
	-23.000000	 20.000000	 15.000000	 1.000000
	-22.000000	 20.000000	 15.000000	 1.000000
	-21.000000	 20.000000	 15.000000	 1.000000
	-20.000000	 20.000000	 15.000000	 1.000000
	-19.000000	 20.000000	 15.000000	 1.000000
	-18.000000	 20.000000	 15.000000	 1.000000
	-17.000000	 20.000000	 15.000000	 1.000000
	-15.999999	 20.000000	 15.000000	 1.000000
	-15.000000	 20.000000	 15.000000	 1.000000
	-14.000001	 20.000000	 15.000000	 1.000000
	-12.999999	 20.000000	 15.000000	 1.000000
	-12.000000	 20.000000	 15.000000	 1.000000
	-11.000000	 20.000000	 15.000000	 1.000000
	-10.000000	 20.000000	 15.000000	 1.000000
	-9.000000	 20.000000	 15.000000	 1.000000
	-8.000000	 20.000000	 15.000000	 1.000000
	-7.000000	 20.000000	 15.000000	 1.000000
	-6.000000	 20.000000	 15.000000	 1.000000
	-5.000000	 20.000000	 15.000000	 1.000000
	-4.000000	 20.000000	 15.000000	 1.000000
	-3.000000	 20.000000	 15.000000	 1.000000
	-2.000000	 20.000000	 15.000000	 1.000000
	-1.000000	 20.000000	 15.000000	 1.000000
	0.000000	 20.000000	 15.000000	 1.000000
	0.999999	 20.000000	 15.000000	 1.000000
	2.000001	 20.000000	 15.000000	 1.000000
	3.000000	 20.000000	 15.000000	 1.000000
	3.999999	 20.000000	 15.000000	 1.000000
	5.000001	 20.000000	 15.000000	 1.000000
	6.000000	 20.000000	 15.000000	 1.000000
	6.999999	 20.000000	 15.000000	 1.000000
	8.000001	 20.000000	 15.000000	 1.000000
	9.000000	 20.000000	 15.000000	 1.000000
	9.999999	 20.000000	 15.000000	 1.000000
	11.000001	 20.000000	 15.000000	 1.000000
	12.000000	 20.000000	 15.000000	 1.000000
	12.999999	 20.000000	 15.000000	 1.000000
	14.000001	 20.000000	 15.000000	 1.000000
	15.000000	 20.000000	 15.000000	 1.000000
	15.999999	 20.000000	 15.000000	 1.000000
	17.000000	 20.000000	 15.000000	 1.000000
	18.000000	 20.000000	 15.000000	 1.000000
	19.000000	 20.000000	 15.000000	 1.000000
	20.000000	 20.000000	 15.000000	 1.000000
	21.000000	 20.000000	 15.000000	 1.000000
	22.000000	 20.000000	 15.000000	 1.000000
	23.000000	 20.000000	 15.000000	 1.000000
	-24.000000	 20.000000	 15.999999	 1.000000
	-23.000000	 20.000000	 15.999999	 1.000000
	-22.000000	 20.000000	 15.999999	 1.000000
	-21.000000	 20.000000	 15.999999	 1.000000
	-20.000000	 20.000000	 15.999999	 1.000000
	-19.000000	 20.000000	 15.999999	 1.000000
	-18.000000	 20.000000	 15.999999	 1.000000
	-17.000000	 20.000000	 15.999999	 1.000000
	-15.999999	 20.000000	 15.999999	 1.000000
	-15.000000	 20.000000	 15.999999	 1.000000
	-14.000001	 20.000000	 15.999999	 1.000000
	-12.999999	 20.000000	 15.999999	 1.000000
	-12.000000	 20.000000	 15.999999	 1.000000
	-11.000000	 20.000000	 15.999999	 1.000000
	-10.000000	 20.000000	 15.999999	 1.000000
	-9.000000	 20.000000	 15.999999	 1.000000
	-8.000000	 20.000000	 15.999999	 1.000000
	-7.000000	 20.000000	 15.999999	 1.000000
	-6.000000	 20.000000	 15.999999	 1.000000
	-5.000000	 20.000000	 15.999999	 1.000000
	-4.000000	 20.000000	 15.999999	 1.000000
	-3.000000	 20.000000	 15.999999	 1.000000
	-2.000000	 20.000000	 15.999999	 1.000000
	-1.000000	 20.000000	 15.999999	 1.000000
	0.000000	 20.000000	 15.999999	 1.000000
	0.999999	 20.000000	 15.999999	 1.000000
	2.000001	 20.000000	 15.999999	 1.000000
	3.000000	 20.000000	 15.999999	 1.000000
	3.999999	 20.000000	 15.999999	 1.000000
	5.000001	 20.000000	 15.999999	 1.000000
	6.000000	 20.000000	 15.999999	 1.000000
	6.999999	 20.000000	 15.999999	 1.000000
	8.000001	 20.000000	 15.999999	 1.000000
	9.000000	 20.000000	 15.999999	 1.000000
	9.999999	 20.000000	 15.999999	 1.000000
	11.000001	 20.000000	 15.999999	 1.000000
	12.000000	 20.000000	 15.999999	 1.000000
	12.999999	 20.000000	 15.999999	 1.000000
	14.000001	 20.000000	 15.999999	 1.000000
	15.000000	 20.000000	 15.999999	 1.000000
	15.999999	 20.000000	 15.999999	 1.000000
	17.000000	 20.000000	 15.999999	 1.000000
	18.000000	 20.000000	 15.999999	 1.000000
	19.000000	 20.000000	 15.999999	 1.000000
	20.000000	 20.000000	 15.999999	 1.000000
	21.000000	 20.000000	 15.999999	 1.000000
	22.000000	 20.000000	 15.999999	 1.000000
	23.000000	 20.000000	 15.999999	 1.000000
	-24.000000	 20.000000	 17.000000	 1.000000
	-23.000000	 20.000000	 17.000000	 1.000000
	-22.000000	 20.000000	 17.000000	 1.000000
	-21.000000	 20.000000	 17.000000	 1.000000
	-20.000000	 20.000000	 17.000000	 1.000000
	-19.000000	 20.000000	 17.000000	 1.000000
	-18.000000	 20.000000	 17.000000	 1.000000
	-17.000000	 20.000000	 17.000000	 1.000000
	-15.999999	 20.000000	 17.000000	 1.000000
	-15.000000	 20.000000	 17.000000	 1.000000
	-14.000001	 20.000000	 17.000000	 1.000000
	-12.999999	 20.000000	 17.000000	 1.000000
	-12.000000	 20.000000	 17.000000	 1.000000
	-11.000000	 20.000000	 17.000000	 1.000000
	-10.000000	 20.000000	 17.000000	 1.000000
	-9.000000	 20.000000	 17.000000	 1.000000
	-8.000000	 20.000000	 17.000000	 1.000000
	-7.000000	 20.000000	 17.000000	 1.000000
	-6.000000	 20.000000	 17.000000	 1.000000
	-5.000000	 20.000000	 17.000000	 1.000000
	-4.000000	 20.000000	 17.000000	 1.000000
	-3.000000	 20.000000	 17.000000	 1.000000
	-2.000000	 20.000000	 17.000000	 1.000000
	-1.000000	 20.000000	 17.000000	 1.000000
	0.000000	 20.000000	 17.000000	 1.000000
	0.999999	 20.000000	 17.000000	 1.000000
	2.000001	 20.000000	 17.000000	 1.000000
	3.000000	 20.000000	 17.000000	 1.000000
	3.999999	 20.000000	 17.000000	 1.000000
	5.000001	 20.000000	 17.000000	 1.000000
	6.000000	 20.000000	 17.000000	 1.000000
	6.999999	 20.000000	 17.000000	 1.000000
	8.000001	 20.000000	 17.000000	 1.000000
	9.000000	 20.000000	 17.000000	 1.000000
	9.999999	 20.000000	 17.000000	 1.000000
	11.000001	 20.000000	 17.000000	 1.000000
	12.000000	 20.000000	 17.000000	 1.000000
	12.999999	 20.000000	 17.000000	 1.000000
	14.000001	 20.000000	 17.000000	 1.000000
	15.000000	 20.000000	 17.000000	 1.000000
	15.999999	 20.000000	 17.000000	 1.000000
	17.000000	 20.000000	 17.000000	 1.000000
	18.000000	 20.000000	 17.000000	 1.000000
	19.000000	 20.000000	 17.000000	 1.000000
	20.000000	 20.000000	 17.000000	 1.000000
	21.000000	 20.000000	 17.000000	 1.000000
	22.000000	 20.000000	 17.000000	 1.000000
	23.000000	 20.000000	 17.000000	 1.000000
	-24.000000	 20.000000	 18.000000	 1.000000
	-23.000000	 20.000000	 18.000000	 1.000000
	-22.000000	 20.000000	 18.000000	 1.000000
	-21.000000	 20.000000	 18.000000	 1.000000
	-20.000000	 20.000000	 18.000000	 1.000000
	-19.000000	 20.000000	 18.000000	 1.000000
	-18.000000	 20.000000	 18.000000	 1.000000
	-17.000000	 20.000000	 18.000000	 1.000000
	-15.999999	 20.000000	 18.000000	 1.000000
	-15.000000	 20.000000	 18.000000	 1.000000
	-14.000001	 20.000000	 18.000000	 1.000000
	-12.999999	 20.000000	 18.000000	 1.000000
	-12.000000	 20.000000	 18.000000	 1.000000
	-11.000000	 20.000000	 18.000000	 1.000000
	-10.000000	 20.000000	 18.000000	 1.000000
	-9.000000	 20.000000	 18.000000	 1.000000
	-8.000000	 20.000000	 18.000000	 1.000000
	-7.000000	 20.000000	 18.000000	 1.000000
	-6.000000	 20.000000	 18.000000	 1.000000
	-5.000000	 20.000000	 18.000000	 1.000000
	-4.000000	 20.000000	 18.000000	 1.000000
	-3.000000	 20.000000	 18.000000	 1.000000
	-2.000000	 20.000000	 18.000000	 1.000000
	-1.000000	 20.000000	 18.000000	 1.000000
	0.000000	 20.000000	 18.000000	 1.000000
	0.999999	 20.000000	 18.000000	 1.000000
	2.000001	 20.000000	 18.000000	 1.000000
	3.000000	 20.000000	 18.000000	 1.000000
	3.999999	 20.000000	 18.000000	 1.000000
	5.000001	 20.000000	 18.000000	 1.000000
	6.000000	 20.000000	 18.000000	 1.000000
	6.999999	 20.000000	 18.000000	 1.000000
	8.000001	 20.000000	 18.000000	 1.000000
	9.000000	 20.000000	 18.000000	 1.000000
	9.999999	 20.000000	 18.000000	 1.000000
	11.000001	 20.000000	 18.000000	 1.000000
	12.000000	 20.000000	 18.000000	 1.000000
	12.999999	 20.000000	 18.000000	 1.000000
	14.000001	 20.000000	 18.000000	 1.000000
	15.000000	 20.000000	 18.000000	 1.000000
	15.999999	 20.000000	 18.000000	 1.000000
	17.000000	 20.000000	 18.000000	 1.000000
	18.000000	 20.000000	 18.000000	 1.000000
	19.000000	 20.000000	 18.000000	 1.000000
	20.000000	 20.000000	 18.000000	 1.000000
	21.000000	 20.000000	 18.000000	 1.000000
	22.000000	 20.000000	 18.000000	 1.000000
	23.000000	 20.000000	 18.000000	 1.000000
	-24.000000	 20.000000	 19.000000	 1.000000
	-23.000000	 20.000000	 19.000000	 1.000000
	-22.000000	 20.000000	 19.000000	 1.000000
	-21.000000	 20.000000	 19.000000	 1.000000
	-20.000000	 20.000000	 19.000000	 1.000000
	-19.000000	 20.000000	 19.000000	 1.000000
	-18.000000	 20.000000	 19.000000	 1.000000
	-17.000000	 20.000000	 19.000000	 1.000000
	-15.999999	 20.000000	 19.000000	 1.000000
	-15.000000	 20.000000	 19.000000	 1.000000
	-14.000001	 20.000000	 19.000000	 1.000000
	-12.999999	 20.000000	 19.000000	 1.000000
	-12.000000	 20.000000	 19.000000	 1.000000
	-11.000000	 20.000000	 19.000000	 1.000000
	-10.000000	 20.000000	 19.000000	 1.000000
	-9.000000	 20.000000	 19.000000	 1.000000
	-8.000000	 20.000000	 19.000000	 1.000000
	-7.000000	 20.000000	 19.000000	 1.000000
	-6.000000	 20.000000	 19.000000	 1.000000
	-5.000000	 20.000000	 19.000000	 1.000000
	-4.000000	 20.000000	 19.000000	 1.000000
	-3.000000	 20.000000	 19.000000	 1.000000
	-2.000000	 20.000000	 19.000000	 1.000000
	-1.000000	 20.000000	 19.000000	 1.000000
	0.000000	 20.000000	 19.000000	 1.000000
	0.999999	 20.000000	 19.000000	 1.000000
	2.000001	 20.000000	 19.000000	 1.000000
	3.000000	 20.000000	 19.000000	 1.000000
	3.999999	 20.000000	 19.000000	 1.000000
	5.000001	 20.000000	 19.000000	 1.000000
	6.000000	 20.000000	 19.000000	 1.000000
	6.999999	 20.000000	 19.000000	 1.000000
	8.000001	 20.000000	 19.000000	 1.000000
	9.000000	 20.000000	 19.000000	 1.000000
	9.999999	 20.000000	 19.000000	 1.000000
	11.000001	 20.000000	 19.000000	 1.000000
	12.000000	 20.000000	 19.000000	 1.000000
	12.999999	 20.000000	 19.000000	 1.000000
	14.000001	 20.000000	 19.000000	 1.000000
	15.000000	 20.000000	 19.000000	 1.000000
	15.999999	 20.000000	 19.000000	 1.000000
	17.000000	 20.000000	 19.000000	 1.000000
	18.000000	 20.000000	 19.000000	 1.000000
	19.000000	 20.000000	 19.000000	 1.000000
	20.000000	 20.000000	 19.000000	 1.000000
	21.000000	 20.000000	 19.000000	 1.000000
	22.000000	 20.000000	 19.000000	 1.000000
	23.000000	 20.000000	 19.000000	 1.000000
	-24.000000	 20.000000	 20.000000	 1.000000
	-23.000000	 20.000000	 20.000000	 1.000000
	-22.000000	 20.000000	 20.000000	 1.000000
	-21.000000	 20.000000	 20.000000	 1.000000
	-20.000000	 20.000000	 20.000000	 1.000000
	-19.000000	 20.000000	 20.000000	 1.000000
	-18.000000	 20.000000	 20.000000	 1.000000
	-17.000000	 20.000000	 20.000000	 1.000000
	-15.999999	 20.000000	 20.000000	 1.000000
	-15.000000	 20.000000	 20.000000	 1.000000
	-14.000001	 20.000000	 20.000000	 1.000000
	-12.999999	 20.000000	 20.000000	 1.000000
	-12.000000	 20.000000	 20.000000	 1.000000
	-11.000000	 20.000000	 20.000000	 1.000000
	-10.000000	 20.000000	 20.000000	 1.000000
	-9.000000	 20.000000	 20.000000	 1.000000
	-8.000000	 20.000000	 20.000000	 1.000000
	-7.000000	 20.000000	 20.000000	 1.000000
	-6.000000	 20.000000	 20.000000	 1.000000
	-5.000000	 20.000000	 20.000000	 1.000000
	-4.000000	 20.000000	 20.000000	 1.000000
	-3.000000	 20.000000	 20.000000	 1.000000
	-2.000000	 20.000000	 20.000000	 1.000000
	-1.000000	 20.000000	 20.000000	 1.000000
	0.000000	 20.000000	 20.000000	 1.000000
	0.999999	 20.000000	 20.000000	 1.000000
	2.000001	 20.000000	 20.000000	 1.000000
	3.000000	 20.000000	 20.000000	 1.000000
	3.999999	 20.000000	 20.000000	 1.000000
	5.000001	 20.000000	 20.000000	 1.000000
	6.000000	 20.000000	 20.000000	 1.000000
	6.999999	 20.000000	 20.000000	 1.000000
	8.000001	 20.000000	 20.000000	 1.000000
	9.000000	 20.000000	 20.000000	 1.000000
	9.999999	 20.000000	 20.000000	 1.000000
	11.000001	 20.000000	 20.000000	 1.000000
	12.000000	 20.000000	 20.000000	 1.000000
	12.999999	 20.000000	 20.000000	 1.000000
	14.000001	 20.000000	 20.000000	 1.000000
	15.000000	 20.000000	 20.000000	 1.000000
	15.999999	 20.000000	 20.000000	 1.000000
	17.000000	 20.000000	 20.000000	 1.000000
	18.000000	 20.000000	 20.000000	 1.000000
	19.000000	 20.000000	 20.000000	 1.000000
	20.000000	 20.000000	 20.000000	 1.000000
	21.000000	 20.000000	 20.000000	 1.000000
	22.000000	 20.000000	 20.000000	 1.000000
	23.000000	 20.000000	 20.000000	 1.000000
	-24.000000	 20.000000	 21.000000	 1.000000
	-23.000000	 20.000000	 21.000000	 1.000000
	-22.000000	 20.000000	 21.000000	 1.000000
	-21.000000	 20.000000	 21.000000	 1.000000
	-20.000000	 20.000000	 21.000000	 1.000000
	-19.000000	 20.000000	 21.000000	 1.000000
	-18.000000	 20.000000	 21.000000	 1.000000
	-17.000000	 20.000000	 21.000000	 1.000000
	-15.999999	 20.000000	 21.000000	 1.000000
	-15.000000	 20.000000	 21.000000	 1.000000
	-14.000001	 20.000000	 21.000000	 1.000000
	-12.999999	 20.000000	 21.000000	 1.000000
	-12.000000	 20.000000	 21.000000	 1.000000
	-11.000000	 20.000000	 21.000000	 1.000000
	-10.000000	 20.000000	 21.000000	 1.000000
	-9.000000	 20.000000	 21.000000	 1.000000
	-8.000000	 20.000000	 21.000000	 1.000000
	-7.000000	 20.000000	 21.000000	 1.000000
	-6.000000	 20.000000	 21.000000	 1.000000
	-5.000000	 20.000000	 21.000000	 1.000000
	-4.000000	 20.000000	 21.000000	 1.000000
	-3.000000	 20.000000	 21.000000	 1.000000
	-2.000000	 20.000000	 21.000000	 1.000000
	-1.000000	 20.000000	 21.000000	 1.000000
	0.000000	 20.000000	 21.000000	 1.000000
	0.999999	 20.000000	 21.000000	 1.000000
	2.000001	 20.000000	 21.000000	 1.000000
	3.000000	 20.000000	 21.000000	 1.000000
	3.999999	 20.000000	 21.000000	 1.000000
	5.000001	 20.000000	 21.000000	 1.000000
	6.000000	 20.000000	 21.000000	 1.000000
	6.999999	 20.000000	 21.000000	 1.000000
	8.000001	 20.000000	 21.000000	 1.000000
	9.000000	 20.000000	 21.000000	 1.000000
	9.999999	 20.000000	 21.000000	 1.000000
	11.000001	 20.000000	 21.000000	 1.000000
	12.000000	 20.000000	 21.000000	 1.000000
	12.999999	 20.000000	 21.000000	 1.000000
	14.000001	 20.000000	 21.000000	 1.000000
	15.000000	 20.000000	 21.000000	 1.000000
	15.999999	 20.000000	 21.000000	 1.000000
	17.000000	 20.000000	 21.000000	 1.000000
	18.000000	 20.000000	 21.000000	 1.000000
	19.000000	 20.000000	 21.000000	 1.000000
	20.000000	 20.000000	 21.000000	 1.000000
	21.000000	 20.000000	 21.000000	 1.000000
	22.000000	 20.000000	 21.000000	 1.000000
	23.000000	 20.000000	 21.000000	 1.000000
	-24.000000	 20.000000	 22.000000	 1.000000
	-23.000000	 20.000000	 22.000000	 1.000000
	-22.000000	 20.000000	 22.000000	 1.000000
	-21.000000	 20.000000	 22.000000	 1.000000
	-20.000000	 20.000000	 22.000000	 1.000000
	-19.000000	 20.000000	 22.000000	 1.000000
	-18.000000	 20.000000	 22.000000	 1.000000
